"","ID","SeriousDlqin2yrs","RevolvingUtilization","No_of_30_59_DPD","DebtRatio","MonthlyIncome","No_Of_OpenCreditLines","No_of_90_DPD","No_of_RealEstateLoans","No_of_60_89_DPD","Gender","age","Martial_Status","NumberOfDependents","Own_House","No_Years_address","percentile_score","Income_segment","Life_Stage_Segment","City","State"
"162",61053,1,0.089750282,0,2.219414894,751,7,0,1,0,1,41,"Single",1,0,1,2.24546703846513,"Very Low Value Customers","Pre-retired","Jammu","JK"
"163",5316,1,0.9999999,0,1.181699346,764,3,2,0,0,1,26,"Single",0,0,3,2.2554735760697,"Very Low Value Customers","UnMarried_employed","Shimla","Himachal Pradesh"
"164",15699,1,0.690727374,0,0.458823529,764,2,0,0,1,0,25,"Single",0,1,1,2.25880908860456,"Very Low Value Customers","UnMarried_employed","Bangalore","Karnataka"
"165",57294,1,0.9999999,0,0,764,0,0,0,0,0,24,"Single",0,1,1,2.27014983122307,"Very Low Value Customers","UnMarried_employed","Gandhinagar","Gujarat"
"166",118342,1,0.9999999,0,0,776,0,1,0,0,0,36,"Married",3,0,3,2.2995023415298,"Very Low Value Customers","Married_with_youndKids","Bangalore","Karnataka"
"167",119452,1,0,1,0.68221942,792,4,1,0,0,1,24,"Single",0,1,2,2.32018251924591,"Very Low Value Customers","UnMarried_employed","Aizawl","Mizoram"
"168",24053,1,0.9999999,98,0,800,0,98,0,98,1,51,"Single",0,1,1,2.33952849194807,"Very Low Value Customers","Pre-retired","Gangtok","Sikkim"
"169",31938,1,0.98760248,1,2.119850187,800,7,0,2,0,0,30,"Single",0,1,2,2.34553241451081,"Very Low Value Customers","Married_with_youndKids","Thiruvananthapuram","Kerala"
"170",38998,1,0.328835582,0,0.747815231,800,6,0,0,0,0,30,"Single",1,1,3,2.35020213205961,"Very Low Value Customers","Married_with_youndKids","Aizawl","Mizoram"
"171",61394,1,0.9999999,0,0.049937578,800,2,0,0,0,0,27,"Single",2,0,3,2.36421128470601,"Very Low Value Customers","UnMarried_employed","Bangalore","Karnataka"
"172",69664,1,0.9999999,98,0,800,0,98,0,98,0,22,"Married",0,0,1,2.37154941228269,"Very Low Value Customers","Student","Dispur","Assam"
"173",70660,1,1.755572636,1,0.650436954,800,8,4,0,0,0,57,"Married",1,0,2,2.37221651478966,"Very Low Value Customers","Pre-retired","Patna","Bihar"
"174",73719,1,0.917080085,0,0.101123596,800,9,0,0,0,1,38,"Married",0,0,3,2.37288361729663,"Very Low Value Customers","Married_with_youndKids","Srinagar","JK"
"175",73822,1,0.382022472,0,0.15855181,800,2,1,0,0,0,24,"Married",0,1,3,2.3735507198036,"Very Low Value Customers","UnMarried_employed","Bhubaneswar","Odisha(Orissa)"
"176",79084,1,0.872472784,0,2.993757803,800,11,0,2,0,1,26,"Single",0,1,2,2.37755333484543,"Very Low Value Customers","UnMarried_employed","Srinagar","JK"
"177",81461,1,0.9999999,98,0,800,0,98,0,98,1,30,"Married",0,0,1,2.38022174487332,"Very Low Value Customers","Married_with_youndKids","Gangtok","Sikkim"
"178",96175,1,0.9999999,0,0.458177278,800,0,0,0,0,0,50,"Married",0,1,3,2.39156248749183,"Very Low Value Customers","Pre-retired","Shillong","Meghalaya"
"179",126780,1,0.066603625,0,1.283395755,800,12,1,1,0,0,61,"Single",0,0,3,2.41357687022188,"Very Low Value Customers","Retired","Patna","Bihar"
"180",141274,1,0.968021319,0,0.082397004,800,5,0,0,0,0,24,"Married",0,1,2,2.42625181785433,"Very Low Value Customers","UnMarried_employed","Chandigarh","Haryana"
"181",146586,1,0,0,0.139825218,800,2,0,0,0,0,22,"Single",0,0,2,2.43025443289616,"Very Low Value Customers","Student","Bangalore","Karnataka"
"182",71011,1,0.9999999,0,0.003740648,801,0,1,0,0,1,26,"Single",0,0,1,2.43225574041707,"Very Low Value Customers","UnMarried_employed","Mumbai","Maharashtra"
"183",37292,1,0.950914049,0,1.899128269,802,8,2,1,3,0,59,"Single",2,0,1,2.43425704793799,"Very Low Value Customers","Pre-retired","Bhopal","Madhya Pradesh"
"184",74529,1,0.9999999,0,0.305997552,816,2,0,0,0,1,23,"Married",0,1,1,2.44159517551467,"Very Low Value Customers","UnMarried_employed","Shimla","Himachal Pradesh"
"185",13438,1,0.815819412,0,3.320341048,820,9,0,2,0,0,29,"Single",0,1,1,2.46427666075169,"Very Low Value Customers","Married_with_youndKids","Panjim","Goa"
"186",44301,1,0.443164529,0,0.074299635,820,3,0,0,0,1,23,"Single",0,1,3,2.50697122119785,"Very Low Value Customers","UnMarried_employed","Dispur","Assam"
"187",119035,1,0.948525737,1,0.483556638,820,5,0,0,0,0,46,"Married",1,0,3,2.57901829195074,"Very Low Value Customers","Pre-retired","Mumbai","Maharashtra"
"188",46167,1,0.9999999,0,0.430082256,850,3,0,0,0,1,26,"Married",0,1,1,2.6517324652106,"Very Low Value Customers","UnMarried_employed","Ranchi","Jharkhand"
"189",94105,1,0.723310676,0,0.123384254,850,4,0,0,0,0,24,"Single",0,1,3,2.6564021827594,"Very Low Value Customers","UnMarried_employed","Shillong","Meghalaya"
"190",54504,1,0.9999999,0,0,864,1,0,0,0,0,26,"Married",0,1,3,2.68375338554522,"Very Low Value Customers","UnMarried_employed","Jaipur","Rajasthan"
"191",101158,1,0,0,0,897,4,0,0,0,0,25,"Single",0,0,3,2.72444663847047,"Very Low Value Customers","UnMarried_employed","Patna","Bihar"
"192",82477,1,0.332839689,3,0.0756396,898,5,0,0,1,0,24,"Single",0,0,3,2.73778868860989,"Very Low Value Customers","UnMarried_employed","Dehradun","Uttarakhand"
"193",16391,1,0.144848609,0,2.688124306,900,22,0,2,0,1,40,"Single",3,1,2,2.75980307133994,"Very Low Value Customers","Married_with_youndKids","Bhopal","Madhya Pradesh"
"194",42446,1,0.9999999,0,0,900,0,0,0,0,1,28,"Single",3,0,3,2.77314512147937,"Very Low Value Customers","Married_with_youndKids","Imphal","Manipur"
"195",49984,1,0,0,0.321864595,900,4,0,0,0,0,66,"Single",0,0,2,2.77447932649331,"Very Low Value Customers","Retired","Jammu","JK"
"196",54429,1,0.792801108,4,3.960044395,900,12,0,1,2,1,63,"Single",0,1,1,2.77781483902816,"Very Low Value Customers","Retired","Jammu","JK"
"197",102293,1,0.332667333,0,0.009988901,900,1,0,0,0,1,24,"Married",0,0,1,2.79249109418153,"Very Low Value Customers","UnMarried_employed","Shillong","Meghalaya"
"198",131079,1,0.696756974,0,1.40399556,900,15,0,0,5,1,57,"Single",0,0,1,2.80116342677216,"Very Low Value Customers","Pre-retired","Chandigarh","Haryana"
"199",138680,1,0.569681709,0,6.163152053,900,11,0,2,0,0,47,"Single",2,1,2,2.80316473429307,"Very Low Value Customers","Pre-retired","Aizawl","Mizoram"
"200",70844,1,0.982462618,2,0.557395143,905,7,2,0,0,0,36,"Single",1,0,1,2.80850155434884,"Very Low Value Customers","Married_with_youndKids","Patna","Bihar"
"201",140371,1,0.9999999,0,0.323851204,913,1,1,0,2,1,71,"Married",0,0,1,2.8165067844325,"Very Low Value Customers","Retired","Chandigarh","Haryana"
"202",116095,1,0.9999999,2,0.426710098,920,2,1,0,0,0,25,"Married",0,1,1,2.82451201451615,"Very Low Value Customers","UnMarried_employed","Kohima","Nagaland"
"203",70847,1,0.9999999,98,0,931,0,98,0,98,1,60,"Married",0,0,3,2.87788021507385,"Very Low Value Customers","Pre-retired","Gandhinagar","Gujarat"
"204",53946,1,0.701844923,0,0.849036403,933,2,0,1,0,0,56,"Single",0,1,3,2.8812157276087,"Very Low Value Customers","Pre-retired","Imphal","Manipur"
"205",49695,1,0.9999999,1,0.872998933,936,2,1,1,0,0,43,"Married",1,1,3,2.88388413763659,"Very Low Value Customers","Pre-retired","Bhopal","Madhya Pradesh"
"206",49804,1,0.914811358,1,0.707188161,945,9,0,0,0,1,62,"Single",0,0,3,2.89122226521327,"Very Low Value Customers","Retired","Bhopal","Madhya Pradesh"
"207",105603,1,0.98913201,2,0.549578059,947,5,0,0,1,0,37,"Single",0,0,2,2.89389067524116,"Very Low Value Customers","Married_with_youndKids","Mumbai","Maharashtra"
"208",111735,1,1.139534884,1,0.360672976,950,2,0,0,0,1,25,"Single",0,0,2,2.90656562287361,"Very Low Value Customers","UnMarried_employed","Hyderabad","Andhra Pradesh"
"209",55461,1,0.932441351,3,2.619747899,951,7,0,0,0,0,57,"Married",0,0,3,2.90990113540847,"Very Low Value Customers","Pre-retired","Thiruvananthapuram","Kerala"
"210",11713,1,0.00749925,0,0.368091762,958,5,0,0,0,1,54,"Married",1,0,1,2.91323664794332,"Very Low Value Customers","Pre-retired","Ranchi","Jharkhand"
"211",71100,1,0.9999999,1,0.597294485,960,6,2,0,1,0,24,"Single",0,0,3,2.91857346799909,"Very Low Value Customers","UnMarried_employed","Bangalore","Karnataka"
"212",118836,1,1.0075479,0,3.604361371,962,7,0,1,0,1,48,"Single",0,1,3,2.92324318554789,"Very Low Value Customers","Pre-retired","Hyderabad","Andhra Pradesh"
"213",38659,1,0.925349922,0,0.109617373,966,3,0,0,0,1,30,"Single",1,1,3,2.92524449306881,"Very Low Value Customers","Married_with_youndKids","Itanagar","Arunachal Pradesh"
"214",55346,1,0.819523465,0,2.179937952,966,10,0,1,0,0,43,"Single",2,0,2,2.92591159557578,"Very Low Value Customers","Pre-retired","Chandigarh","Haryana"
"215",147084,1,0.244349718,0,1.225050916,981,13,0,1,0,0,64,"Married",0,1,3,2.93992074822217,"Very Low Value Customers","Retired","Raipur","Chhattisgarh"
"216",93278,1,0.9999999,0,0.105691057,983,2,0,0,0,1,30,"Single",1,0,3,2.94058785072914,"Very Low Value Customers","Married_with_youndKids","Aizawl","Mizoram"
"217",70992,1,0.903413822,1,0.031408308,986,3,1,0,0,0,59,"Single",0,1,1,2.943923363264,"Very Low Value Customers","Pre-retired","Thiruvananthapuram","Kerala"
"218",122198,1,0.9999999,98,0,986,0,98,0,98,0,63,"Single",0,1,1,2.94592467078491,"Very Low Value Customers","Retired","Raipur","Chhattisgarh"
"219",96268,1,1.355481728,1,0.012108981,990,1,1,0,0,1,28,"Single",2,1,2,2.94992728582674,"Very Low Value Customers","Married_with_youndKids","Aizawl","Mizoram"
"220",2677,1,0.9999999,0,0.098901099,1000,3,1,0,0,0,24,"Single",0,0,3,2.95659831089645,"Very Low Value Customers","UnMarried_employed","Shimla","Himachal Pradesh"
"221",6610,1,0.9999999,0,0.017982018,1000,0,1,0,0,0,29,"Married",0,0,2,2.96260223345919,"Very Low Value Customers","Married_with_youndKids","Bhopal","Madhya Pradesh"
"222",6626,1,0.04112243,1,1.096903097,1000,8,0,1,0,0,55,"Single",1,0,2,2.96326933596616,"Very Low Value Customers","Pre-retired","Itanagar","Arunachal Pradesh"
"223",10312,1,0.418458543,0,2.644355644,1000,7,0,1,0,0,42,"Single",1,1,2,2.96927325852891,"Very Low Value Customers","Pre-retired","Chandigarh","Haryana"
"224",13816,1,0.9999999,0,0,1000,0,0,0,0,0,38,"Single",1,0,3,2.97327587357073,"Very Low Value Customers","Married_with_youndKids","Aizawl","Mizoram"
"225",14906,1,0.916062299,6,0.919080919,1000,14,0,0,1,0,32,"Single",0,0,1,2.97461007858468,"Very Low Value Customers","Married_with_youndKids","Itanagar","Arunachal Pradesh"
"226",17804,1,0.9999999,0,0.301698302,1000,1,0,0,0,0,23,"Single",0,1,2,2.97994689864045,"Very Low Value Customers","UnMarried_employed","Itanagar","Arunachal Pradesh"
"227",19877,1,1.004997501,0,0.297702298,1000,4,1,0,1,1,60,"Single",0,0,2,2.9832824111753,"Very Low Value Customers","Pre-retired","Raipur","Chhattisgarh"
"228",33746,1,0.9999999,1,0.894105894,1000,1,0,1,0,0,34,"Single",3,0,3,3.0019612813705,"Very Low Value Customers","Married_with_youndKids","Jammu","JK"
"229",37041,1,0.9999999,1,0.807192807,1000,3,0,1,0,1,48,"Single",2,0,1,3.00929940894718,"Very Low Value Customers","Pre-retired","Jammu","JK"
"230",41931,1,0.9999999,0,0.230769231,1000,0,0,0,0,1,39,"Single",2,0,1,3.01463622900295,"Very Low Value Customers","Married_with_youndKids","Chandigarh","Haryana"
"231",45742,1,0.354780458,0,1.466533467,1000,9,0,0,0,0,74,"Single",0,1,1,3.0179717415378,"Very Low Value Customers","Retired","Hyderabad","Andhra Pradesh"
"232",45744,1,0.9999999,0,0.055944056,1000,0,3,0,0,0,38,"Single",0,1,1,3.01863884404478,"Very Low Value Customers","Married_with_youndKids","Dispur","Assam"
"233",59853,1,0.9999999,0,0,1000,0,1,0,0,1,55,"Single",0,1,3,3.03998612426785,"Very Low Value Customers","Pre-retired","Gandhinagar","Gujarat"
"234",61233,1,0.960582691,1,0.273726274,1000,4,0,0,0,1,25,"Single",0,0,1,3.04398873930968,"Very Low Value Customers","UnMarried_employed","Gandhinagar","Gujarat"
"235",70203,1,0.9999999,0,0,1000,0,1,0,0,1,55,"Married",0,1,2,3.05666368694214,"Very Low Value Customers","Pre-retired","Gandhinagar","Gujarat"
"236",86442,1,0.9999999,0,0.868131868,1000,1,0,0,1,0,41,"Single",5,0,1,3.0853490947419,"Very Low Value Customers","Pre-retired","Chandigarh","Haryana"
"237",95137,1,1.031996632,0,1.316683317,1000,4,0,2,0,1,55,"Married",0,0,1,3.10602927245801,"Very Low Value Customers","Pre-retired","Shimla","Himachal Pradesh"
"238",95257,1,0.707885432,0,5.968031968,1000,14,0,2,0,0,53,"Single",1,0,3,3.10669637496498,"Very Low Value Customers","Pre-retired","Kohima","Nagaland"
"239",103048,1,0.778443114,0,0.010989011,1000,1,0,0,0,0,21,"Single",0,0,1,3.1153687075556,"Very Low Value Customers","Student","Chandigarh","Haryana"
"240",107186,1,0.9999999,98,0,1000,0,98,0,98,0,26,"Married",0,1,1,3.12137263011834,"Very Low Value Customers","UnMarried_employed","Panjim","Goa"
"241",110662,1,0.9999999,1,2.518481518,1000,3,2,1,1,0,65,"Single",0,0,2,3.13137916772291,"Very Low Value Customers","Retired","Bhopal","Madhya Pradesh"
"242",112655,1,0.282686925,0,0.020979021,1000,1,0,0,0,1,28,"Single",2,1,3,3.13538178276474,"Very Low Value Customers","Married_with_youndKids","Hyderabad","Andhra Pradesh"
"243",128968,1,0.798256857,0,0.352647353,1000,7,0,0,0,0,27,"Married",0,1,1,3.1687369081133,"Very Low Value Customers","UnMarried_employed","Bangalore","Karnataka"
"244",133957,1,1.00179964,3,2.934065934,1000,7,0,2,1,0,38,"Single",1,1,2,3.17607503568998,"Very Low Value Customers","Married_with_youndKids","Raipur","Chhattisgarh"
"245",136161,1,0.923931149,0,0.54045954,1000,5,1,0,0,1,24,"Single",0,1,3,3.17941054822484,"Very Low Value Customers","UnMarried_employed","Hyderabad","Andhra Pradesh"
"246",148188,1,0.429285357,0,0.20979021,1000,4,0,0,0,0,25,"Single",0,0,3,3.19341970087124,"Very Low Value Customers","UnMarried_employed","Raipur","Chhattisgarh"
"247",149314,1,0.9999999,0,0.030969031,1000,0,1,0,0,0,28,"Single",0,0,1,3.19608811089912,"Very Low Value Customers","Married_with_youndKids","Lucknow","Uttar Pradesh"
"248",66913,1,0.717767132,2,0.099902057,1020,4,0,0,0,1,63,"Married",0,0,3,3.21943669864311,"Very Low Value Customers","Retired","Ranchi","Jharkhand"
"249",73902,1,0.473652635,0,1.196865818,1020,5,0,1,0,0,45,"Single",2,0,2,3.22010380115008,"Very Low Value Customers","Pre-retired","Shimla","Himachal Pradesh"
"250",23425,1,1.06448683,0,0.059512195,1024,1,1,0,0,1,70,"Single",0,1,1,3.22277221117797,"Very Low Value Customers","Retired","Jammu","JK"
"251",96146,1,0.9999999,0,0.310047847,1044,1,0,0,0,0,22,"Single",1,0,3,3.25345892649865,"Very Low Value Customers","Student","Panjim","Goa"
"252",60723,1,0.9999999,0,0.292938931,1047,2,1,0,0,0,24,"Single",2,1,2,3.25612733652653,"Very Low Value Customers","UnMarried_employed","Dispur","Assam"
"253",55384,1,0.411383105,0,0.802093245,1050,10,0,0,0,0,29,"Married",0,0,1,3.26079705407533,"Very Low Value Customers","Married_with_youndKids","Kolkata","West Bengal"
"254",92649,1,0.971352432,1,0.316841104,1050,6,1,0,0,0,27,"Single",0,1,3,3.26279836159624,"Very Low Value Customers","UnMarried_employed","Raipur","Chhattisgarh"
"255",122058,1,0,0,1.167455061,1056,4,0,0,0,0,30,"Single",1,1,2,3.27347200170778,"Very Low Value Customers","Married_with_youndKids","Dispur","Assam"
"256",38323,1,0.520417391,1,1.535916824,1057,15,0,2,2,1,81,"Single",0,0,2,3.27480620672172,"Very Low Value Customers","Retired","Raipur","Chhattisgarh"
"257",63890,1,0.717607973,1,0.510757717,1068,6,0,0,0,0,80,"Single",0,0,1,3.28281143680538,"Very Low Value Customers","Retired","Chennai","Tamil Nadu"
"258",127347,1,0.9999999,1,0.207599629,1078,6,0,0,0,0,26,"Single",0,1,2,3.29014956438206,"Very Low Value Customers","UnMarried_employed","Itanagar","Arunachal Pradesh"
"259",23548,1,0.9999999,1,0.389454209,1080,6,0,0,0,1,34,"Married",0,1,2,3.29348507691692,"Very Low Value Customers","Married_with_youndKids","Chennai","Tamil Nadu"
"260",72464,1,0.324031653,1,0.053654024,1080,4,1,0,0,0,29,"Married",0,0,2,3.29682058945178,"Very Low Value Customers","Married_with_youndKids","Thiruvananthapuram","Kerala"
"261",61312,1,0.635109122,0,1.333333333,1085,2,0,1,0,0,68,"Single",0,0,3,3.31082974209817,"Very Low Value Customers","Retired","Jaipur","Rajasthan"
"262",53876,1,0.9999999,0,0,1096,0,0,0,0,0,56,"Single",1,1,1,3.32150338220971,"Very Low Value Customers","Pre-retired","Srinagar","JK"
"263",5521,1,0.9999999,0,0,1100,0,0,0,0,1,24,"Single",0,1,1,3.32750730477245,"Very Low Value Customers","UnMarried_employed","Hyderabad","Andhra Pradesh"
"264",35271,1,0.298804781,0,0.02270663,1100,1,2,0,0,1,39,"Single",4,1,1,3.3401822524049,"Very Low Value Customers","Married_with_youndKids","Shillong","Meghalaya"
"265",36024,1,0.804095672,0,1.051771117,1100,7,0,0,0,0,25,"Married",0,1,1,3.34151645741885,"Very Low Value Customers","UnMarried_employed","Panjim","Goa"
"266",48244,1,0.684422078,0,2.332425068,1100,16,0,1,0,0,36,"Married",2,0,3,3.34752037998159,"Very Low Value Customers","Married_with_youndKids","Aizawl","Mizoram"
"267",48798,1,0.953074905,0,0.952770209,1100,2,0,0,1,0,37,"Single",0,0,1,3.34818748248856,"Very Low Value Customers","Married_with_youndKids","Bhubaneswar","Odisha(Orissa)"
"268",68764,1,1.177646524,5,0.376021798,1100,14,0,0,0,1,26,"Single",0,1,2,3.36019532761404,"Very Low Value Customers","UnMarried_employed","Jaipur","Rajasthan"
"269",75871,1,0.004289295,0,0.003633061,1100,5,0,0,0,0,28,"Single",0,1,3,3.36619925017678,"Very Low Value Customers","Married_with_youndKids","Kohima","Nagaland"
"270",87397,1,0.105526599,0,0.673932788,1100,12,0,0,0,0,82,"Married",0,1,3,3.37220317273952,"Very Low Value Customers","Retired","Agartala","Tripura"
"271",91569,1,0.9999999,0,0.016348774,1100,0,0,0,1,1,23,"Married",0,0,2,3.37420448026044,"Very Low Value Customers","UnMarried_employed","Ranchi","Jharkhand"
"272",92750,1,1.383233533,1,0.194368756,1100,6,0,0,2,1,33,"Married",2,0,2,3.37620578778135,"Very Low Value Customers","Married_with_youndKids","Thiruvananthapuram","Kerala"
"273",115172,1,1.729693742,2,0.38328792,1100,4,0,0,2,0,40,"Single",1,0,3,3.38554522287895,"Very Low Value Customers","Married_with_youndKids","Imphal","Manipur"
"274",126088,1,0.9999999,98,0,1100,0,98,0,98,0,24,"Single",0,0,2,3.3935504529626,"Very Low Value Customers","UnMarried_employed","Itanagar","Arunachal Pradesh"
"275",126885,1,1.139534884,2,0.048138056,1100,4,2,0,0,0,25,"Single",0,0,3,3.39555176048352,"Very Low Value Customers","UnMarried_employed","Kohima","Nagaland"
"276",141427,1,0.837581209,0,0.057220708,1100,2,2,0,1,1,56,"Single",3,0,1,3.40489119558111,"Very Low Value Customers","Pre-retired","Panjim","Goa"
"277",90666,1,0.490075496,0,0.548824593,1105,4,0,0,0,0,26,"Married",0,0,2,3.41556483569265,"Very Low Value Customers","UnMarried_employed","Kolkata","West Bengal"
"278",93728,1,0.377940699,0,1.627486438,1105,9,0,1,0,0,72,"Single",0,1,1,3.41623193819962,"Very Low Value Customers","Retired","Shimla","Himachal Pradesh"
"279",7505,1,0.9999999,1,0.966726619,1111,0,4,0,1,1,59,"Single",2,1,2,3.42290296326934,"Very Low Value Customers","Pre-retired","Gandhinagar","Gujarat"
"280",40788,1,0.673519334,0,0.607913669,1111,5,0,0,0,1,58,"Single",0,0,1,3.42423716828328,"Very Low Value Customers","Pre-retired","Bhopal","Madhya Pradesh"
"281",8363,1,0.9999999,3,0.454627134,1112,3,1,0,0,1,48,"Single",0,0,2,3.42557137329722,"Very Low Value Customers","Pre-retired","Kohima","Nagaland"
"282",86835,1,1.566866267,1,0.037533512,1118,4,0,0,0,0,21,"Married",0,1,1,3.43357660338088,"Very Low Value Customers","Student","Mumbai","Maharashtra"
"283",57203,1,0.9999999,98,0.005342832,1122,0,98,0,98,0,79,"Single",0,0,3,3.44625155101333,"Very Low Value Customers","Retired","Chandigarh","Haryana"
"284",27315,1,0.9999999,0,0.331261101,1125,1,0,0,0,0,33,"Single",1,0,1,3.44825285853424,"Very Low Value Customers","Married_with_youndKids","Kohima","Nagaland"
"285",149962,1,0.920106525,1,0.176731794,1125,4,1,0,0,0,31,"Single",0,0,3,3.4515883710691,"Very Low Value Customers","Married_with_youndKids","Itanagar","Arunachal Pradesh"
"286",86846,1,1.051532652,0,0.555555556,1133,5,0,0,0,1,65,"Single",0,0,3,3.4609278061667,"Very Low Value Customers","Retired","Lucknow","Uttar Pradesh"
"287",56980,1,0.781020614,5,1.445030783,1136,5,0,1,2,0,58,"Married",3,0,3,3.46159490867367,"Very Low Value Customers","Pre-retired","Bhopal","Madhya Pradesh"
"288",34544,1,1.19276535,4,0.133216477,1140,8,2,0,2,0,28,"Single",0,0,3,3.46626462622246,"Very Low Value Customers","Married_with_youndKids","Lucknow","Uttar Pradesh"
"289",93663,1,0.9999999,0,0.537793223,1150,2,0,0,0,0,29,"Single",0,0,1,3.48561059892463,"Very Low Value Customers","Married_with_youndKids","Gandhinagar","Gujarat"
"290",58209,1,0.9999999,0,0.581395349,1160,1,2,0,0,1,80,"Single",0,0,3,3.50228816159891,"Very Low Value Customers","Retired","Itanagar","Arunachal Pradesh"
"291",111966,1,0.9999999,0,0.332472007,1160,8,0,0,0,0,45,"Single",1,0,2,3.50428946911982,"Very Low Value Customers","Pre-retired","Itanagar","Arunachal Pradesh"
"292",113559,1,1.03998334,2,0.434969854,1160,4,0,0,0,1,27,"Single",0,0,3,3.5049565716268,"Very Low Value Customers","UnMarried_employed","Thiruvananthapuram","Kerala"
"293",120238,1,0.363315697,0,0.50129199,1160,4,0,0,0,0,33,"Single",4,1,1,3.50562367413377,"Very Low Value Customers","Married_with_youndKids","Jaipur","Rajasthan"
